min_confidence,precision_standard,recall_standard,distance_pc_standard,precision_no_G,recall_no_G,distance_pc_no_G,precision_sep_G,recall_sep_G,distance_pc_sep_G
-3.0,77.98555036124097,100.0,2.321716957076073,76.62558436039099,100.0,2.996600084997875,75.94086021505376,100.0,2.735663082437276
-2.9,77.98555036124097,100.0,2.321716957076073,76.62558436039099,100.0,2.996600084997875,75.94086021505376,100.0,2.735663082437276
-2.8,77.98555036124097,100.0,2.321716957076073,76.62558436039099,100.0,2.996600084997875,75.94086021505376,100.0,2.735663082437276
-2.7,77.98555036124097,100.0,2.321716957076073,76.62558436039099,100.0,2.996600084997875,75.94086021505376,100.0,2.735663082437276
-2.6,77.98555036124097,100.0,2.321716957076073,76.62558436039099,100.0,2.996600084997875,75.94086021505376,100.0,2.735663082437276
-2.5,77.98555036124097,100.0,2.321716957076073,76.62558436039099,100.0,2.996600084997875,75.94086021505376,100.0,2.735663082437276
-2.4,77.98555036124097,100.0,2.321716957076073,76.62558436039099,100.0,2.996600084997875,75.94086021505376,100.0,2.735663082437276
-2.3,77.98555036124097,100.0,2.321716957076073,76.62558436039099,100.0,2.996600084997875,75.94086021505376,100.0,2.735663082437276
-2.2,77.98555036124097,100.0,2.321716957076073,76.62558436039099,100.0,2.996600084997875,75.94086021505376,100.0,2.735663082437276
-2.1,77.98555036124097,100.0,2.321716957076073,76.62558436039099,100.0,2.996600084997875,75.94086021505376,100.0,2.735663082437276
-2.0,77.98555036124097,100.0,2.321716957076073,76.62558436039099,100.0,2.996600084997875,75.94086021505376,100.0,2.735663082437276
-1.9,77.98555036124097,100.0,2.321716957076073,76.62558436039099,100.0,2.996600084997875,75.94086021505376,100.0,2.735663082437276
-1.8,77.98555036124097,100.0,2.321716957076073,76.62558436039099,100.0,2.996600084997875,75.94086021505376,100.0,2.735663082437276
-1.7,77.98555036124097,100.0,2.321716957076073,76.62558436039099,100.0,2.996600084997875,75.94086021505376,100.0,2.735663082437276
-1.6,77.98555036124097,100.0,2.321716957076073,76.62558436039099,100.0,2.996600084997875,75.94086021505376,100.0,2.735663082437276
-1.5,77.98555036124097,100.0,2.321716957076073,76.62558436039099,100.0,2.996600084997875,75.94086021505376,100.0,2.735663082437276
-1.4,77.98555036124097,100.0,2.321716957076073,76.62558436039099,100.0,2.996600084997875,75.94086021505376,100.0,2.735663082437276
-1.3,77.98555036124097,100.0,2.321716957076073,76.62558436039099,100.0,2.996600084997875,75.94086021505376,100.0,2.735663082437276
-1.2,77.98555036124097,100.0,2.321716957076073,76.62558436039099,100.0,2.996600084997875,75.94086021505376,100.0,2.735663082437276
-1.1,78.0093577201191,99.89106753812636,2.3198638877073585,76.62558436039099,100.0,2.996600084997875,75.97489914836396,99.94103773584906,2.7324069923800987
-1.0,80.1762114537445,95.63846558066211,1.6180616740088105,80.59166293142088,93.64583333333333,1.6414164051994622,79.49571836346337,92.78178789561355,1.7554709800190296
-0.9,81.58013544018058,92.90488431876607,1.2424379232505642,81.94380469829572,90.71902090770016,1.3012436665131275,81.06508875739645,88.96103896103897,1.445759368836292
-0.8,82.47941445562672,91.5228426395939,1.1120768526989937,82.28200371057514,90.0050735667174,1.278756957328386,81.63672654690619,87.76824034334764,1.4161676646706587
-0.7,82.85714285714286,90.76224129227663,1.0373271889400921,82.38583410997205,89.51898734177215,1.2479030754892824,81.90524193548387,86.75920982381207,1.3820564516129032
-0.6,83.46530041918957,89.68968968968969,0.9678621332091291,82.96470588235294,88.54846810647916,1.172235294117647,83.11088295687885,85.07619548081976,1.2936344969199178
-0.5,83.71656499296105,88.93320039880359,0.9033317691224777,83.48362600854296,87.73067331670823,1.087327954437589,83.37635518843572,84.55497382198953,1.2767165720185853
-0.4,83.79651436646255,88.55151816824291,0.9020254357041921,83.5551330798479,87.593423019432,1.086977186311787,83.79364252214695,83.70640291514836,1.1657113079729025
-0.3,84.09843823946996,88.1011403073872,0.8215806909607194,83.73983739837398,86.9846000993542,1.0473457675753228,84.08613445378151,82.99637117677553,1.129201680672269
-0.2,84.16311047889995,87.91480931154037,0.8150782361308677,84.11934552454284,86.40632723677706,1.0086621751684313,84.21330517423442,82.51422659079152,1.0971488912354805
-0.1,84.32586946164841,87.45059288537549,0.7908527870414483,84.72762645914396,85.43403629230014,0.9041828793774319,84.53333333333333,81.61688980432544,1.0682666666666667
0.0,84.43914081145584,87.27183029107056,0.762291169451074,84.86328125,85.07097405775819,0.89892578125,84.55371459112774,81.42048378795677,1.0700160342063068
0.1,84.65963566634707,86.86669945892768,0.7564717162032598,85.09073075036783,84.6754514397267,0.853359489946052,84.75577026301664,81.05749486652978,1.0230810520665594
0.2,84.96858385693572,86.09206660137122,0.7254712421459643,85.1431391905232,84.06432748538012,0.8568608094768015,84.92706645056725,80.4915514592934,0.9978390059427337
0.3,85.386119257087,85.05355404089582,0.6510263929618768,85.56443556443556,82.99418604651163,0.8191808191808192,85.48827059465357,79.70498474059004,0.9214402618657938
0.4,85.5036855036855,84.54810495626822,0.6314496314496314,85.71428571428571,82.68858800773694,0.7714285714285715,85.6829402084476,79.24911212582445,0.8760285244103126
0.5,85.66502463054188,84.33559650824442,0.6123152709359606,85.72149344096871,82.07729468599034,0.7729566094853683,85.91160220994475,78.65452706120385,0.7972375690607735
0.6,85.8201581027668,84.07550822846079,0.6116600790513834,85.86626139817629,81.7261330761813,0.7512664640324215,86.26251390433815,78.1360201511335,0.7725250278086763
0.7,85.96926127912742,83.76811594202898,0.6063460585027268,85.92554818969913,81.12662493981705,0.7536970933197348,86.84654300168634,77.32732732732732,0.643620011242271
0.8,86.09041231992052,83.59864930053064,0.6060606060606061,86.18387262455059,80.51823416506718,0.7200821777092964,87.20271800679502,76.76969092721835,0.6313703284258211
0.9,86.50952858575727,82.77351247600768,0.5190571715145437,86.29073978272116,79.88505747126436,0.7232281427832384,87.34249713631156,75.83291894579811,0.6345933562428407
1.0,82.67074413863405,37.150710032065966,0.6656472986748216,80.33175355450237,31.001371742112482,1.1445497630331753,83.14917127071824,28.53080568720379,0.7582872928176796
1.1,79.52127659574468,13.13708260105448,0.8670212765957447,77.22513089005236,13.018534863195057,1.1151832460732984,85.6492027334852,17.335177501152604,0.8724373576309795
1.2,79.66666666666666,10.427574171029669,0.95,78.76447876447877,8.87728459530026,1.274131274131274,87.63157894736841,15.240274599542333,0.7447368421052631
1.3,78.33333333333333,8.170360712733595,1.0833333333333333,78.97435897435898,6.660899653979238,1.3743589743589744,87.90035587188612,11.237488626023657,0.6619217081850534
1.4,71.62162162162163,4.586758978797058,1.1824324324324325,79.14110429447852,5.5627425614489,1.4355828220858895,87.4015748031496,10.09090909090909,0.7204724409448819
1.5,73.83177570093457,3.3978494623655915,0.9439252336448598,79.41176470588235,4.645161290322581,1.661764705882353,87.75510204081633,7.789855072463768,0.5204081632653061
1.6,78.68852459016394,2.051282051282051,0.9344262295081968,75.86206896551724,2.8301886792452833,2.1839080459770117,87.58169934640523,6.05512878445549,0.39869281045751637
1.7,78.0,1.6652433817250214,1.02,77.27272727272727,2.1813515825491874,2.696969696969697,87.14285714285714,5.510388437217705,0.42857142857142855
1.8,72.97297297297297,1.1523687580025608,1.3513513513513513,76.0,1.6232379325074753,2.82,86.5546218487395,4.648014440433213,0.453781512605042
1.9,67.74193548387096,0.8962868117797695,1.6129032258064515,73.52941176470588,1.0665529010238908,3.8823529411764706,85.85858585858585,3.832281334535618,0.25252525252525254
2.0,60.0,0.6402048655569782,2.0,53.84615384615385,0.2982530890498509,7.230769230769231,85.22727272727273,3.3799008562415502,0.2727272727272727
2.1,66.66666666666666,0.5967604433077579,0.6666666666666666,0.0,0.0,,80.7017543859649,2.0711391265195855,0.3684210526315789
2.2,66.66666666666666,0.5112910097997444,0.6666666666666666,0.0,0.0,,83.33333333333334,1.5730337078651686,0.40476190476190477
2.3,68.75,0.46848381601362865,0.3125,0.0,0.0,,85.18518518518519,1.0323159784560145,0.5185185185185185
2.4,69.23076923076923,0.38314176245210724,0.3076923076923077,0.0,0.0,,75.0,0.4037685060565276,1.0833333333333333
2.5,63.63636363636363,0.29799914857386123,0.36363636363636365,0.0,0.0,,85.71428571428571,0.2689376961004034,0.5714285714285714
2.6,55.55555555555556,0.21285653469561516,0.4444444444444444,0.0,0.0,,80.0,0.17929179740026896,0.8
2.7,55.55555555555556,0.21285653469561516,0.4444444444444444,0.0,0.0,,80.0,0.17929179740026896,0.8
2.8,50.0,0.1276595744680851,0.5,0.0,0.0,,80.0,0.17929179740026896,0.8
2.9,50.0,0.1276595744680851,0.5,0.0,0.0,,100.0,0.13440860215053765,0.0
3.0,40.0,0.0851063829787234,0.6,0.0,0.0,,100.0,0.13440860215053765,0.0
3.1,40.0,0.0851063829787234,0.6,0.0,0.0,,100.0,0.13440860215053765,0.0
3.2,50.0,0.08507018290089324,0.5,0.0,0.0,,100.0,0.08960573476702509,0.0
3.3,50.0,0.08507018290089324,0.5,0.0,0.0,,100.0,0.044802867383512544,0.0
3.4,50.0,0.08507018290089324,0.5,0.0,0.0,,100.0,0.044802867383512544,0.0
3.5,66.66666666666666,0.08503401360544217,0.3333333333333333,0.0,0.0,,100.0,0.044802867383512544,0.0
3.6,66.66666666666666,0.08503401360544217,0.3333333333333333,0.0,0.0,,100.0,0.044802867383512544,0.0
3.7,100.0,0.08499787505312367,0.0,0.0,0.0,,100.0,0.044802867383512544,0.0
3.8,0.0,0.0,,0.0,0.0,,100.0,0.044802867383512544,0.0
3.9,0.0,0.0,,0.0,0.0,,100.0,0.044802867383512544,0.0
4.0,0.0,0.0,,0.0,0.0,,100.0,0.044802867383512544,0.0
