min_confidence,precision_v3,recall_v3,distance_pc_v3,precision_v4,recall_v4,distance_pc_v4,precision_v5,recall_v5,distance_pc_v5
0,69.8780487804878,100.0,4.8707317073170735,74.81005885500267,100.0,2.768860353130016,76.05136436597111,100.0,2.358266452648475
1,69.8780487804878,100.0,4.8707317073170735,74.81005885500267,100.0,2.768860353130016,76.05136436597111,100.0,2.358266452648475
2,69.8780487804878,100.0,4.8707317073170735,74.81806506849315,99.98569794050344,2.768835616438356,76.05136436597111,100.0,2.358266452648475
3,69.8780487804878,100.0,4.8707317073170735,74.89019817889663,99.8571632623911,2.760149973219068,76.05136436597111,100.0,2.358266452648475
4,69.8780487804878,100.0,4.8707317073170735,75.00536595836016,99.615165336374,2.7440437862202187,76.05136436597111,100.0,2.358266452648475
5,69.8780487804878,100.0,4.8707317073170735,75.19913885898816,99.21886095725039,2.711410118406889,76.05136436597111,100.0,2.358266452648475
6,69.8780487804878,100.0,4.8707317073170735,75.38577749001834,98.89580973952435,2.6912700981979065,76.05136436597111,100.0,2.358266452648475
7,69.8780487804878,100.0,4.8707317073170735,75.93780580624116,97.92484576556366,2.6519517233880614,76.06764422562347,99.9718666479111,2.3528845124692284
8,69.8780487804878,100.0,4.8707317073170735,76.2778505897772,97.3651191969887,2.615661861074705,76.0732255647147,99.943741209564,2.351354244727545
9,69.8780487804878,100.0,4.8707317073170735,76.68570173511971,96.69066740515093,2.5741269492642216,76.0813704496788,99.92968640135003,2.3497858672376872
10,69.8780487804878,100.0,4.8707317073170735,77.02404588572689,96.1580831726797,2.514008382969336,76.1032562125107,99.87348889513635,2.346401028277635
11,69.8780487804878,100.0,4.8707317073170735,77.37355811889974,95.49623545516769,2.442879325643301,76.12771884710168,99.83138963046227,2.3435122682952962
12,69.8780487804878,100.0,4.8707317073170735,77.52334370831481,95.23419363648777,2.4197421076033794,76.13587655379341,99.81736442821017,2.3390484354907843
13,69.8780487804878,100.0,4.8707317073170735,77.70842621489076,94.9217154526889,2.370820329915292,76.16852487135506,99.76130300477394,2.3296526586620927
14,69.8780487804878,100.0,4.8707317073170735,77.87709497206704,94.6367956551256,2.3576536312849163,76.18792234259358,99.69122807017544,2.3254317279845544
15,69.8780487804878,100.0,4.8707317073170735,78.05287922921802,94.32710533441646,2.330047053551423,76.22880446447735,99.62131837307153,2.3159476282464047
16,69.8780487804878,100.0,4.8707317073170735,78.22961132329813,94.01917105440799,2.301842282633116,76.23751744872759,99.55131800336513,2.3148287340277034
17,69.92068334350213,99.9128160418483,4.870042708968883,78.46275216950299,93.65079365079364,2.2566212104136145,76.29231595916174,99.43969743661577,2.2975819451907578
18,70.00610873549175,99.73890339425587,4.836285888821014,78.64494966632734,93.24124983237226,2.2287071598235495,76.32258064516128,99.37001259974801,2.2872043010752687
19,70.17758726270668,99.39288811795318,4.791181873851807,79.69484914534817,91.7095709570957,1.946885396351956,76.35287789133943,99.3004057646565,2.278859601936525
20,70.30674846625767,99.13494809688581,4.733128834355829,79.76546332490227,91.47000659195781,1.9343527247643135,76.39143072451287,99.21700223713647,2.275379481106685
21,70.66090179122916,98.19742489270386,4.701667696108709,79.98382998382998,90.97477666841829,1.8766458766458767,76.41611027353005,99.17540181691125,2.2701916864096487
22,70.93167701863354,97.44027303754265,4.619875776397516,80.18780431254348,90.58407543216343,1.864363552051936,76.46044406122009,99.06437648373132,2.25684414744557
23,71.33041848844472,96.69771380186283,4.575890068707058,80.2811991633744,90.3373430962343,1.8506855682082268,76.46044406122009,99.06437648373132,2.25684414744557
24,71.76100628930817,95.80184718723763,4.521383647798742,80.5844535359439,89.71889640812077,1.764114552893045,76.48327939590077,98.95324494068389,2.2457389428263212
25,71.98738170347004,95.40133779264214,4.44794952681388,80.6791569086651,89.53866146848603,1.7466042154566745,76.5061541783632,98.84223741107546,2.2383934355430792
26,72.55902999361837,93.96694214876034,4.23356732610083,81.06418121755546,88.77260981912146,1.6615148655025955,76.53039152065759,98.62020905923346,2.2276660177374
27,73.03732303732303,92.95659295659296,4.077863577863578,81.24185330015405,88.32775057974749,1.6230596042185093,76.58584109114527,98.51016429963798,2.2126001298982465
28,73.44559585492227,92.19512195121952,3.95660621761658,81.41056137012369,87.95939347211514,1.6059705042816366,76.57198612315698,98.31570155902004,2.210320901994796
29,73.77370830608241,91.0411622276029,3.894702419882276,81.76266315411328,87.29225262081309,1.5572985271225004,76.72750977835724,98.04248229904206,2.191438504997827
30,74.37252311756936,89.93610223642172,3.7800528401585205,81.97233914612147,86.87229161356105,1.5249549007817198,76.7692140450049,97.97447280799112,2.1837156212631808
31,74.68354430379746,88.96825396825396,3.7088607594936707,82.15496368038741,86.21522042942446,1.481598062953995,76.77988242978445,97.79534109816971,2.1798388852601787
32,74.88309953239813,88.6867088607595,3.644622578490314,82.32643118148599,85.62199138586269,1.4523751522533497,76.80575226059484,97.69955654101996,2.170715764244471
33,75.15110812625923,88.11023622047244,3.567494963062458,83.30451963447764,84.39884899286876,1.2993331686836256,76.88195505127645,97.52283420979795,2.1487017237617283
34,75.66462167689161,86.51597817614964,3.4642126789366054,83.55738113019666,83.66151545363908,1.256285785411999,76.92984385308995,96.53649786118393,2.130745546514185
35,75.85969738651994,85.57020946470132,3.416093535075653,84.66691947920617,82.3659616330546,1.0666161041587663,77.0939226519337,95.94334433443345,2.0864088397790055
36,75.94762232942797,85.36018590240124,3.4135079255685734,84.88194973343488,82.00883002207505,1.0374460522975375,77.29238274753298,95.53241057969029,2.021288391174188
37,76.51567944250871,84.26707597851113,3.2501742160278746,85.19749456730155,81.40955172834983,0.9851719289275214,77.53760445682451,94.95156228680584,1.9409470752089137
38,76.68539325842697,83.4862385321101,3.2485955056179776,85.39123731209045,80.96978557504873,0.9511756392136709,77.81382859700156,94.47161097527845,1.8754754978742447
39,76.88513037350246,83.15548780487805,3.248062015503876,85.57605470261902,80.62477209189255,0.92013933685976,78.01346801346801,94.11047928513405,1.8171717171717172
40,77.31152204836415,82.28614685844057,3.1273115220483643,85.65132858068696,80.21364408837096,0.9036941023979261,78.3689144922625,93.37819650067296,1.7722805828532702
41,77.46781115879828,81.73584905660377,3.0472103004291844,85.9965973040178,79.40785498489426,0.8806438947781704,78.61599546228021,92.89544235924933,1.726829268292683
42,77.57009345794393,81.25,3.012221423436377,86.32534877599369,78.96701179869974,0.8662806001579363,78.86633211678831,92.29845168179392,1.6585310218978102
43,77.81000725163162,80.43478260869566,2.8919506889050037,86.50265957446808,78.09123649459784,0.8158244680851063,79.53000806358715,91.2262156448203,1.608570441193411
44,78.17518248175183,79.86577181208054,2.8007299270072994,86.69871794871796,77.75781530722242,0.7785790598290598,79.77306935278453,90.6817583574625,1.5570221141600094
45,78.1844802342606,79.58271236959762,2.779648609077599,86.7702196036422,77.53978700490607,0.7706213176218533,80.42867182009839,89.48397185301017,1.495197938627313
46,78.5925925925926,78.53441894892671,2.6296296296296298,86.85845488924906,76.81557572861921,0.7632360886007563,80.78962875662936,88.85288399222294,1.4463170300530348
47,78.83755588673621,78.023598820059,2.5849478390461997,86.914749661705,76.66507519694437,0.7619756427604871,81.08460899489735,88.15636692039736,1.3938530912543017
48,79.29216867469879,77.14285714285715,2.5376506024096384,87.1038551241597,75.53837001784652,0.7176567430374537,81.39562671764847,87.4678993323061,1.3349265145178635
49,79.29216867469879,77.14285714285715,2.5376506024096384,87.1618838390773,75.48156956004757,0.7097349993134697,82.02776101388051,86.5071283095723,1.1418225709112855
50,79.29216867469879,77.14285714285715,2.5376506024096384,87.1618838390773,75.48156956004757,0.7097349993134697,82.44163424124513,85.81192254145044,1.0967898832684826
51,81.54093097913324,72.05673758865248,1.882825040128411,87.38802786861936,72.6649326081816,0.6756718327882838,82.73186352999137,84.56502580888832,1.0545633698731371
52,81.60642570281125,72.00566973777462,1.846586345381526,87.46264408709264,72.61342155009451,0.6745410559271382,83.16351888667992,83.76720901126407,0.9916749502982107
53,82.34811165845649,70.3859649122807,1.6855500821018063,87.75628068149004,71.5311286336354,0.6182500721917412,83.91397308514652,82.71757996528639,0.9198842912841152
54,82.45033112582782,69.74789915966386,1.663907284768212,87.84234168961021,71.26734070068187,0.6138240834661643,84.59091487466598,81.73100565527416,0.7729991093014379
55,82.58706467661692,69.65034965034965,1.6650082918739635,87.88801856686975,71.19858989424208,0.6009573542210618,84.90130735708793,81.10689359617976,0.7442963342732632
56,82.66666666666667,69.27374301675978,1.665,87.98894866947798,71.02946355206011,0.5993892685764142,85.1741935483871,80.53928745729624,0.7067096774193549
57,83.43347639484978,67.17346233586731,1.4600858369098713,88.03912850155625,69.57132817990161,0.5885578775752186,85.41693768700404,79.83949416342413,0.6802393651619617
58,83.67875647668393,66.7815299793246,1.4378238341968912,88.19857312722948,69.39539235177172,0.5820451843043996,85.78740157480314,79.12127814088599,0.64501312335958
59,84.03141361256544,66.09471516815374,1.3481675392670156,88.45062005079934,69.06206252916472,0.5595398177200059,86.11221647433347,78.23571945047,0.5975593580050405
60,84.03141361256544,66.09471516815374,1.3481675392670156,88.47705873561502,69.04595288080243,0.5532805260798087,86.45610278372591,77.52310092403695,0.5872591006423983
61,84.27672955974843,64.02730375426621,1.280323450134771,88.60817638952688,67.28287408440879,0.5365181442351861,86.77284383857472,76.85594739988045,0.5558105007423404
62,84.53887884267631,63.648740639891074,1.2685352622061483,88.79336813018115,67.13871154962276,0.5285538839422782,87.19836400817996,76.08850820842255,0.5411042944785276
63,84.68550592525068,63.11141304347826,1.2752962625341842,88.94704433497537,66.97577373362698,0.5240147783251231,87.39507362047613,75.34701625341084,0.5213981010045411
64,84.62946020128088,62.839673913043484,1.2799634034766698,89.01948654500464,66.65894614939201,0.5194865450046396,87.6111111111111,74.62439370637644,0.5059722222222223
65,85.20263901979264,60.95751854349292,1.176248821866164,89.15146708961143,64.90012700611939,0.4929421094369548,87.72421524663677,73.91663714724288,0.4915919282511211
66,85.20263901979264,60.95751854349292,1.176248821866164,89.15146708961143,64.90012700611939,0.4929421094369548,88.00565770862801,73.22584441567612,0.4833097595473833
67,85.91817316841104,60.52278820375335,1.132254995242626,89.45356061812969,64.66658988828746,0.4827146726143062,87.99252228932988,71.90364277320799,0.4794362956571757
68,85.91817316841104,60.52278820375335,1.132254995242626,89.45356061812969,64.66658988828746,0.4827146726143062,89.05837488999707,70.61286196069311,0.4593722499266647
69,86.1376673040153,60.26755852842809,1.1338432122370936,89.50055848093187,64.56774490618164,0.4826870911121749,89.23947015924989,69.54302945952216,0.4514064592945379
70,86.26692456479691,59.546061415220294,1.1112185686653773,89.55468238375902,62.823015964166764,0.4656188605108055,89.44343617664852,68.39366254192205,0.44298245614035087
71,86.72566371681415,58.6046511627907,1.015732546705998,89.6682620894537,62.31219176511068,0.46542333718435386,89.70903522205207,67.5429493831431,0.43629402756508423
72,87.12871287128714,58.27814569536424,1.0,89.82095490716179,62.0547474516092,0.46435676392572944,89.70703430988564,65.90699815837937,0.43396522011593297
73,87.35059760956176,57.96430931923331,0.9780876494023905,89.89211618257261,61.996336996337,0.46356846473029045,89.8059796437659,64.87821691176471,0.43145674300254455
74,87.35059760956176,57.96430931923331,0.9780876494023905,89.97339541070835,61.89659116906886,0.4619221815763219,89.8999677315263,63.90641128569791,0.431106808647951
75,87.35059760956176,57.96430931923331,0.9780876494023905,89.97339541070835,61.89659116906886,0.4619221815763219,89.99342753861322,62.694597069597066,0.43213933618139994
76,88.00436205016358,52.74509803921569,0.8418756815703381,89.36208771293947,56.302808860470435,0.4864081188836535,90.0746887966805,62.044129415799695,0.42688796680497926
77,87.95180722891565,52.48366013071896,0.8455640744797371,89.55794069492451,56.128149583855894,0.4842641440785883,90.16365783701704,60.990641406071674,0.4221359878522018
78,87.8888888888889,51.66557805355977,0.8566666666666667,89.63369963369964,55.74666818544254,0.4838827838827839,90.26730637422892,60.02050814629144,0.41655243317340646
79,88.24188129899217,51.33550488599349,0.7782754759238522,89.71585701191567,55.71493624772314,0.48230980751604036,90.27244149493538,58.81884387801548,0.42245895913377574
80,88.24188129899217,51.33550488599349,0.7782754759238522,89.71585701191567,55.71493624772314,0.48230980751604036,90.47449161612559,57.564408126205876,0.41990724224045667
81,88.40090090090091,51.073519843851656,0.7792792792792793,90.01292228170574,55.383916401635624,0.4687096178696696,90.47619047619048,56.66175303322372,0.4216911099040377
82,88.3254716981132,48.604802076573655,0.7488207547169812,89.90157480314961,51.70969202898551,0.4633858267716535,90.4357459379616,55.48884105585137,0.42799113737075334
83,88.74407582938389,48.4789644012945,0.6670616113744076,89.91729027176054,51.692516698743354,0.4631744781410004,90.55103200151487,54.058331449242594,0.4205642870668434
84,88.83610451306413,48.38292367399741,0.6603325415676959,90.06125271685438,51.54942320741913,0.45109662122110256,89.50201884253029,14.47382740232887,0.4327052489905787
85,88.90214797136038,48.15772462831286,0.662291169451074,90.08509796160696,51.46992311171415,0.4506233920443301,89.31351733899504,13.72634326734827,0.45152158527954706
86,88.84892086330936,47.89915966386555,0.6654676258992805,90.14280047600158,51.36754068716094,0.45061483538278463,89.24148606811146,12.524440582228982,0.42724458204334365
87,89.0625,47.83731439638477,0.6610576923076923,90.19646755308594,51.350129928821595,0.4500893034332209,89.27364864864865,11.466695595573876,0.41216216216216217
88,89.0625,47.83731439638477,0.6610576923076923,90.50977231513198,50.61978814514312,0.44851904090267986,89.0,10.613616652211622,0.4381818181818182
89,89.0625,47.83731439638477,0.6610576923076923,90.69014369560817,50.43331457512662,0.44687310261080754,86.56509695290858,6.758217993079585,0.5249307479224377
90,89.0625,47.83731439638477,0.6610576923076923,90.68825910931174,50.42205965109735,0.44696356275303645,86.14649681528662,5.843594728883128,0.5812101910828026
91,89.0625,47.83731439638477,0.6610576923076923,90.23689877961235,42.195367573011076,0.4824120603015075,86.3406408094435,5.526770293609672,0.5564924114671164
92,89.0625,47.83731439638477,0.6610576923076923,90.28915662650603,41.903377320509954,0.48240963855421687,81.6,3.2988357050452786,0.8213333333333334
93,89.0625,47.83731439638477,0.6610576923076923,90.5939393939394,41.721558557552754,0.4530909090909091,81.437125748503,2.930087256274911,0.8982035928143712
94,89.0625,47.83731439638477,0.6610576923076923,90.74793589120932,41.68897813476127,0.44997571636716854,84.8,2.2778553776727195,0.796
95,89.0625,47.83731439638477,0.6610576923076923,90.76997813942191,41.68432794199665,0.4495992227350012,84.32203389830508,2.137945853029652,0.8347457627118644
96,89.0625,47.83731439638477,0.6610576923076923,90.76997813942191,41.68432794199665,0.4495992227350012,85.04672897196261,1.9542574895307634,0.8504672897196262
97,89.0625,47.83731439638477,0.6610576923076923,90.76997813942191,41.68432794199665,0.4495992227350012,71.69811320754717,0.40728831725616294,3.018867924528302
98,89.0625,47.83731439638477,0.6610576923076923,90.76997813942191,41.68432794199665,0.4495992227350012,82.5,0.35339473120582565,1.125
99,89.0625,47.83731439638477,0.6610576923076923,90.76997813942191,41.68432794199665,0.4495992227350012,84.61538461538461,0.35335689045936397,1.1025641025641026
100,89.0625,47.83731439638477,0.6610576923076923,90.76997813942191,41.68432794199665,0.4495992227350012,84.61538461538461,0.35335689045936397,1.1025641025641026
