Index,seq_len,num_of_genes,calc_disp_time,read_genes_time,total_time
0,138927,179,0.683861494064331,0.454251766204834,1.2237119674682617
1,709270,808,2.644162654876709,1.9879040718078613,4.991819858551025
2,900512,784,3.5002779960632324,1.968094825744629,6.116443634033203
3,1038842,899,4.789214372634888,2.2418384552001953,7.598534345626831
4,1072136,1057,7.739018440246582,11.659575700759888,20.687902212142944
5,1157385,974,7.969956874847412,2.238853931427002,11.37876296043396
6,1187978,1055,7.45465350151062,2.749030590057373,11.82293152809143
7,1281472,1036,8.575174570083618,2.920344591140747,13.082699298858643
8,1390397,1322,9.173307657241821,3.812016010284424,14.42468786239624
9,1549666,1450,9.709291934967041,3.9798436164855957,15.482141971588135
10,1627712,1446,10.871458530426025,4.343829393386841,17.160358667373657
11,1680879,1568,11.325641393661499,4.070985794067383,17.290241956710815
12,1787436,1784,11.667192459106445,4.064497232437134,17.708155155181885
13,1848756,1825,11.749725818634033,4.3985514640808105,17.995461225509644
14,1887974,1686,12.206460237503052,4.5849690437316895,18.730727672576904
15,1922599,1840,12.476494073867798,4.500115156173706,18.875682830810547
16,1966342,1829,7.567558765411377,4.583312273025513,13.398171186447144
17,2024171,1822,6.814908027648926,4.797923564910889,12.723008632659912
18,2073113,2038,7.013318300247192,5.075704336166382,13.1827392578125
19,2111515,2321,6.806050062179565,6.340548276901245,14.444542169570923
20,2127882,2046,6.933744192123413,4.875903367996216,13.138358116149902
21,2159491,2035,7.08154296875,5.772036075592041,14.181365728378296
22,2179445,2063,7.440338373184204,5.270730257034302,13.977225065231323
23,2223518,2138,7.081092834472656,5.226645469665527,13.703750848770142
24,2272494,2037,7.3022239208221436,5.714661598205566,14.56360912322998
25,2334828,2049,8.245877742767334,5.064208745956421,14.726876258850098
26,2360663,2166,7.540209054946899,5.502010107040405,14.432663679122925
27,2403533,2131,8.12278437614441,5.185201168060303,14.867284297943115
28,2469596,2333,10.729625940322876,6.44099235534668,20.145921230316162
29,2520064,2423,18.04498052597046,6.796219825744629,28.44026517868042
30,2582931,2406,10.995254755020142,6.630162000656128,19.687978267669678
31,2655351,2306,19.943016052246094,6.69987940788269,30.937965393066406
32,2715461,2524,20.945767879486084,7.046469688415527,31.18851923942566
33,2759867,2592,17.37434434890747,7.20988917350769,27.871100425720215
34,2796894,2708,20.9270761013031,6.791553974151611,31.070900440216064
35,2839759,2644,19.29883050918579,7.818284511566162,30.096901178359985
36,2875491,2776,18.193816423416138,7.683719158172607,29.481651544570923
37,2909809,2832,19.745060443878174,8.500131607055664,32.844970703125
38,2942538,2725,23.0835919380188,7.380012512207031,35.20701217651367
39,2979105,2897,21.93951177597046,7.050570249557495,32.88064384460449
40,3013149,2763,20.332695722579956,7.258136510848999,30.770068168640137
41,3059871,2781,19.001354455947876,7.631006479263306,30.194607257843018
42,3135972,2919,18.510708570480347,7.997452974319458,30.348543882369995
43,3198796,2924,19.315656900405884,7.905782222747803,31.157620191574097
44,3281866,3037,20.304046154022217,8.272199153900146,32.14996910095215
45,3354689,3100,22.03105926513672,8.279962062835693,32.4910032749176
46,3419817,2995,11.118985652923584,7.431648254394531,20.684549570083618
47,3470916,3074,12.695061206817627,8.465333223342896,23.868571996688843
48,3539530,3204,23.598527908325195,8.201990604400635,36.305501222610474
49,3613164,3367,27.250997066497803,9.583967208862305,41.67516589164734
50,3685504,2957,28.439356565475464,8.458710670471191,40.868961334228516
51,3763493,3761,29.376832962036133,10.381887435913086,44.39781713485718
52,3822749,3512,25.89519190788269,9.576496362686157,40.190821170806885
53,3901300,3507,27.219202995300293,9.992255926132202,41.63953375816345
54,3942462,3684,27.034799098968506,9.646442413330078,42.05738639831543
55,3983848,3733,27.675960302352905,8.96207594871521,41.36252999305725
56,4027676,3998,28.253727674484253,10.851593255996704,43.97365427017212
57,4075361,3547,25.48175597190857,9.081544399261475,39.19448137283325
58,4103205,3879,25.606255531311035,8.124873161315918,38.97647142410278
59,4105355,3914,27.934467554092407,8.606662273406982,41.57551860809326
60,4107128,3884,28.97593641281128,8.67309045791626,42.64284157752991
61,4109545,3884,25.651414155960083,8.92286491394043,39.54957890510559
62,4117900,3997,25.78770160675049,11.696792840957642,42.09455466270447
63,4166290,4177,27.348714113235474,10.612853050231934,43.07485342025757
64,4238922,3404,27.00311851501465,8.463448762893677,40.27718758583069
65,4326347,4363,27.00464153289795,11.554135799407959,43.85269641876221
66,4384015,4106,28.70302391052246,11.843346118927002,46.018953800201416
67,4411306,4095,28.559327363967896,9.6562020778656,44.11617732048035
68,4442936,3839,24.335874795913696,10.87146782875061,37.90436005592346
69,4541594,3871,16.464911460876465,9.634305953979492,31.983458757400513
70,4594697,3956,33.89269042015076,11.101023435592651,50.41075325012207
71,4636831,4373,27.29941201210022,10.809847116470337,43.785624980926514
72,4671261,4425,27.150173664093018,10.929231643676758,43.81209397315979
73,4686340,4431,29.039839506149292,11.968888282775879,46.894789695739746
74,4716432,4468,27.280365467071533,11.194658041000366,44.102174043655396
75,4751462,4487,28.005175590515137,12.202611684799194,46.0706353187561
76,4792490,4691,32.31015658378601,11.940666198730469,51.9044713973999
77,4829424,4507,28.610681533813477,12.253010988235474,48.11893057823181
78,4863599,4590,35.934139251708984,11.030107975006104,53.42984390258789
79,4902106,4557,39.953563928604126,12.153481245040894,58.725709676742554
80,4940217,4442,38.81929802894592,10.7149498462677,55.88030433654785
81,4990707,4729,40.03272533416748,13.804961442947388,60.02532172203064
82,5036631,5046,40.75224232673645,14.494508743286133,62.033119916915894
83,5087312,4716,40.289061307907104,13.21828007698059,60.50523352622986
84,5127362,4603,30.734245777130127,11.755115509033203,47.089107275009155
85,5175550,4339,24.296409368515015,11.268980741500854,40.41976284980774
86,5224283,5248,33.68048143386841,14.238626480102539,54.59722423553467
87,5245242,5364,40.81688117980957,14.233088493347168,61.86206674575806
88,5300955,4967,40.88934874534607,14.833470821380615,62.72186064720154
89,5354700,5424,42.59179329872131,12.407073974609375,61.4861741065979
90,5404558,5213,42.202965259552,11.992216110229492,62.15308475494385
91,5472964,3628,47.417885065078735,10.15786862373352,65.16833996772766
92,5574863,4892,47.155221462249756,13.581215143203735,65.69444179534912
93,5725385,5113,53.21919894218445,15.540799856185913,76.22310757637024
94,5959964,5291,26.68779444694519,14.050536394119263,46.24824142456055
95,6183388,5500,21.71322727203369,16.208036184310913,42.05360960960388
96,6365727,5189,32.007932901382446,14.967049837112427,51.954530477523804
97,6581295,5937,28.326878547668457,17.765225172042847,52.21971082687378
98,6852809,6208,29.585726499557495,17.373013019561768,53.129138708114624
99,7237391,7331,30.749069452285767,19.78872299194336,56.97462344169617
100,10260756,8288,39.75227761268616,23.333155155181885,70.20944142341614
101,13033779,9622,53.968196392059326,28.327611923217773,94.96809244155884
